meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.1892434457432116,0.04190637718486793,0.1208001637849166,0.20120493845991924,0.08323463430804134,0.05073188935656794,1.1185054871594269,188.048188927751,0.8104984971738728,0.31622741097353235,0.20623400407277753,0.08359111321049312,0.1964884188573539,0.021433456452550886,0.22169949612566942,0.8432825451229377,0.008562542371134014,4.563728892298586,5.8750124458979665,0.037721157679154904,female
0.17556156683992413,0.04666527543338006,0.1582050438912714,0.24550716371258213,0.04739532320883963,0.11893853353430514,5.906965326352543,1271.1163821470457,0.8264750158838104,0.6810703147080288,0.19142643576522544,0.055064505223192506,0.16611491999390343,0.04705280398155028,0.29328852114684684,0.41696948716100246,0.006919185727906429,3.75326576885998,0.8133186844507091,0.41627860502586866,male
0.09190325952758556,0.0633072274457553,0.23031111572149468,0.11019926747461742,0.2096454255441867,0.10054664652225008,9.502457000792836,1273.7846410272373,0.9301034161253575,0.5462371555787215,0.18424789919294454,0.21761495514612972,0.11189192355350894,0.019950658529691384,0.21883973818743294,0.7994967312461924,0.009020366545450732,1.9249778027353575,4.649542096763848,0.49854767419465357,male
0.1955213703390925,0.07612859689987873,0.16899234955762138,0.13883092278636278,0.04722084680044994,0.05139737326397683,14.749374712012857,702.5050036354029,0.9428774541501708,0.5553893514543307,0.17077495775091678,0.191186149407495,0.19702724677418193,0.016168389462588813,0.22893678356168803,0.9927571735927727,0.00820624137270997,4.758626994163731,4.592560426866653,0.24179704454163573,male
0.21750395587026933,0.05548554960786038,0.0814087420436376,0.23191720854705716,0.266480488266773,0.0435288395367458,21.63428806672507,1126.7494871099611,0.8146423251768804,0.45870876239754715,0.23084882651624417,0.11941331576030945,0.08964030294384193,0.043760396663793666,0.24225983037267848,0.5109060753387733,0.006485041895942538,3.167201238304304,1.7341155911025885,0.32959666217017547,male
0.1743435545417381,0.0717267652796035,0.1496228568041962,0.17291376904091837,0.2154258161548312,0.03086426532788037,14.422146879913992,865.9931237003241,0.9226585213675912,0.6941953129432984,0.1440138674750987,0.05043876271467587,0.18588510262135527,0.04291687556827971,0.2564234794554688,0.1830272565243598,0.009777169065114139,5.319739203895078,5.3059756566206895,0.49869977415151456,male
0.16322392186398244,0.04735573056983496,0.10286036438252644,0.1828285642395076,0.1308912369937286,0.1724810163131122,8.414952364917443,830.057272015793,0.941256065828474,0.603840798951667,0.14050897350915964,0.20932337115866156,0.1459488854812005,0.02166221154210654,0.24283409475561368,0.6079118562445555,0.004764151609316975,4.020139278780578,1.433212914376237,0.055170179966150604,female
0.2395973846480856,0.08776249927295729,0.0514309925064696,0.0337676237511104,0.11924079500034164,0.010543912770173304,11.949624129526025,753.1345344402639,0.9624993901227573,0.3989271028645373,0.21236920960551303,0.08143019869696355,0.13015031889024137,0.03321447626932057,0.2519907558204505,0.4772093968669129,0.009623701284479334,3.263752666820094,2.725883593982152,0.2278253011194638,male
0.21028600321707436,0.05601402745257016,0.2297500722006373,0.19798363548788883,0.2793420951834424,0.16442843685591363,9.978842781586769,1274.1350466235117,0.8488977461685234,0.5060743226911741,0.17370080160792906,0.08235040627615445,0.18549746360334324,0.016995315407858796,0.299615678843876,0.1566269822215045,0.009286188898629904,3.6995905160952054,4.833434419824678,0.4183556435661835,male
0.20126724873154572,0.07589936463845257,0.055093301534538966,0.08595690447153204,0.2874931741191531,0.18427874633633531,28.26292750839716,780.6744605430123,0.8410322814088519,0.35727357486896816,0.11994804660796875,0.09117529737961501,0.0810980248867636,0.0435195624108406,0.27642796103507233,0.12573808230023947,0.005368513532846681,2.2797503735981093,2.5249393363266406,0.08930186799433688,male
